['অয়লার', 'সেটি', 'সে\u200cটি', 'কুমিল্লায়', 'মীন', 'এটাতো', 'ক্যাসিনো', 'বহিঃসংযোগ', 'যেগুলো', 'যেগু\u200cলো']
['সাক্ষাৎ', 'বিসিবির', 'হাকিমের', '15', '07', 'আনোয়ারুল', 'তাহারা', 'তদন্ত', 'মোড়ক', '৩০টি']
['হাউমাউ', 'পোলার', 'থামবে', 'খাও', 'লক্ষ', 'মেশিন', 'মেরেছে', 'বাজা', 'দেহটা', 'দেখলেন']
['অয়লার', 'ফ্রেড্রিক', 'এটাতো', 'হুট', 'শীঘ্র', 'সেটি', 'সে\u200cটি', 'মীন', 'কতই', 'সংগ্রহ']
['অয়লার', 'ফ্রেড্রিক', 'গুডস', 'শীঘ্র', 'কতই', 'রোমা', 'হুট', 'অপ্রতুল', 'এইরকম', 'ক্যাসিনো']
['অয়লার', 'গুডস', 'ফ্রেড্রিক', 'শীঘ্র', 'হুট', 'সেটি', 'সে\u200cটি', 'রোমা', 'এইরকম', 'বহিঃসংযোগ']
['অয়লার', 'গুডস', 'ফ্রেড্রিক', 'শীঘ্র', 'কতই', 'হুট', 'রোমা', 'এইরকম', 'ক্যাসিনো', 'যেটার']
['অয়লার', 'ফ্রেড্রিক', 'চলনের', 'জিগলার', 'হাসিখুশি', 'দমবন্ধ', 'কোনোভাবে', 'কীরকম', 'রোমা', 'অপ্রতুল']
['সেঞ্চুরিসংখ্যা', 'একনজরে', 'স্বল্পদৈর্ঘ্য', 'কোদালকাঠি', 'বিতরণীতে', 'গোবিন্দপুরে', 'ঈর্ষণীয়', 'নয়নপুর', 'শিবপুরে', 'সময়োপযোগী']
['অয়লার', 'গুডস', 'ফ্রেড্রিক', 'সেটি', 'সে\u200cটি', 'শীঘ্র', 'বহিঃসংযোগ', 'কৃষ্ণনগর', 'হুট', 'এগুলি']
['ব্যক্তিত্বই', 'ক্ষেপণাস্ত্রই', 'ক্রিকেটেরই', 'আগলেই', 'সিটিই', 'জ্যাকম্যান', 'পাকিস্তানই', 'ইংলিশরা', 'দুর্নীতিই', 'ফাইনালই']
['অয়লার', 'গুডস', 'ফ্রেড্রিক', 'শীঘ্র', 'সেটি', 'সে\u200cটি', 'হুট', 'বহিঃসংযোগ', 'মীন', 'এইরকম']
['সেঞ্চুরিসংখ্যা', 'একনজরে', 'স্বল্পদৈর্ঘ্য', 'কোদালকাঠি', 'বিতরণীতে', 'গোবিন্দপুরে', 'ঈর্ষণীয়', 'নয়নপুর', 'শিবপুরে', 'সময়োপযোগী']
['অয়লার', 'গুডস', 'ফ্রেড্রিক', 'শীঘ্র', 'সেটি', 'সে\u200cটি', 'বহিঃসংযোগ', 'হুট', 'কৃষ্ণনগর', 'মীন']
['অর্থনীতিবিদরা', 'তাত্ত্বিকরা', 'দলিতরা', 'দাসরা', 'প্রকাশকরা', 'অধ্যাপকরা', 'নিজেসহ', 'গভর্নররা', 'ডেমোক্র্যাটরা', 'ভোক্তারা']
['অয়লার', 'গুডস', 'ফ্রেড্রিক', 'শীঘ্র', 'সেটি', 'সে\u200cটি', 'বহিঃসংযোগ', 'হুট', 'কৃষ্ণনগর', 'এগুলি']
['অয়লার', 'গুডস', 'ফ্রেড্রিক', 'শীঘ্র', 'সেটি', 'সে\u200cটি', 'হুট', 'বহিঃসংযোগ', 'মীন', 'এইরকম']
['অয়লার', 'গুডস', 'ফ্রেড্রিক', 'সেটি', 'সে\u200cটি', 'শীঘ্র', 'বহিঃসংযোগ', 'হুট', 'কৃষ্ণনগর', 'এগুলি']
['অর্থনীতিবিদরা', 'অনুগামীরা', 'দানসহ', 'নকশাকে', 'কমিটিসহ', 'ইউরোপীয়রা', 'মৌসুমিরা', 'কৃষ্ণারা', 'দাসরা', 'নিজেসহ']
['অয়লার', 'গুডস', 'ফ্রেড্রিক', 'ভেসেছে', 'সেটি', 'সে\u200cটি', 'শীঘ্র', 'কৃষ্ণনগর', 'বহিঃসংযোগ', 'এগুলি']
['গোবিন্দপুরে', 'বিতরণীতে', 'হরিপুরে', 'কমিউনিটিতে', 'খাসপুরে', 'শিবপুরে', 'নাগরপুরে', 'গোপালপুরে', 'কোদালকাঠি', 'ডিগ্রিতে']
['সেঞ্চুরিসংখ্যা', 'একনজরে', 'স্বল্পদৈর্ঘ্য', 'কোদালকাঠি', 'বিতরণীতে', 'গোবিন্দপুরে', 'ঈর্ষণীয়', 'নয়নপুর', 'শিবপুরে', 'সময়োপযোগী']
['অয়লার', 'গুডস', 'ফ্রেড্রিক', 'শীঘ্র', 'হুট', 'সেটি', 'সে\u200cটি', 'রোমা', 'এইরকম', 'ক্যাসিনো']
['সুরক্ষাও', 'শঙ্কাকে', 'আচার্যকে', 'সাপকে', 'প্রক্রিয়াও', 'শ্রোতাকে', 'কিশোরদেরকে', 'আদতেই', 'মুহূর্তকে', 'বিপিও']
['উত্তরবঙ্গে', 'বামফ্রন্ট', 'এসকেবির', 'আহাজারিতে', 'নিম্নরূপে', 'উদ্যোক্তাকে', 'মনঃপুত', 'সদ্ব্যবহারে', 'ভজনে', 'নেতৃত্বকে']
['অয়লার', 'গুডস', 'ফ্রেড্রিক', 'শীঘ্র', 'সেটি', 'সে\u200cটি', 'হুট', 'এইরকম', 'রোমা', 'বহিঃসংযোগ']
['আমি', 'সঙ্গে', 'স\u200cঙ্গে', 'তাঁহারা', 'নতুন', 'মাংস', 'সংগঠিত', 'তুলেছেন', 'রাখলে', 'প্রতি']
['যাতে', 'যা\u200cতে', 'চায়ে', 'প্রতিবেশীর', 'তুমি', 'ট্রাফিক', 'du', 'জাহাজের', 'দুনিয়াতে', 'মহারাজের']
['সে', 'আয়োজিত', 'মিষ্ট', 'ভেরি', 'ভগবান', 'প্রার্থীদের', 'জোসেফ', 'জামাতের', 'সেভাবেই', 'মেটা']
['তিনি', 'তি\u200cনি', 'তুলনামূলকভাবে', 'চায়নি', 'বিএম', 'কংগ্রেসের', 'শোক', 'তাকিয়েই', 'অনুসারী', 'আদলে']
['শিক্ষক', 'যাইনি', 'হয়নি', 'কইরা', 'আসেননি', 'করেছিস', 'করিতেছি', 'দেখেছি', 'লাগছে', 'করিনি']
['উবে', 'উত্তাল', 'ক্যাস', 'শাক', 'অভ', 'চারণ', 'নিজেদেরকে', 'সফলভাবে', 'ভিট', 'জানাল']
['ছাত্র', 'বেরোচ্ছে', 'সমিতি', 'ভোটাধিকার', 'উনিশ', 'ছাত্রছাত্রী', 'দারোগা', 'মেয়েটা', 'খাই', 'বক্তারা']
['ধনী', 'রক্ষায়', 'সাজাপ্রাপ্ত', 'সিট', 'বলেছিলে', 'শুনেছিলাম', 'বৈধতা', 'অনুভূতিতে', 'একদিন', 'বাড়ল']
['শিক্ষক', 'যাইনি', 'হয়নি', 'কইরা', 'আসেননি', 'করেছিস', 'করিতেছি', 'দেখেছি', 'লাগছে', 'করিনি']
['গ্রাম্য', 'সূচক', 'আত্মত্যাগ', 'উঠুন', 'লেখন', 'বীরত্ব', 'ফিরবে', 'লোকসভা', 'দিশেহারা', 'আরোপ']
['ছেলে', 'ছে\u200cলে', 'সামনে', 'বিবরণী', 'প্ল্যাটফর্মে', 'নেতৃত্বে', 'বাগান', 'নিল', 'আগেও', 'পারলেও']
['সমীহ', 'খেলাধুলার', 'ভেতরটা', 'নামমাত্র', 'অসাধারন', 'একবারও', 'ক্যাসিনো', 'দোতলার', 'কিচ্ছু', 'চিরকাল']
['হয়', 'হয়েছে', 'নিয়ে', 'হয়ে', 'সময়', 'যায়', 'দিয়ে', 'দেওয়া', 'জাতীয়', 'নয়']
['উবে', 'উত্তাল', 'নিজেদেরকে', 'হাঁফ', 'ঘুরেফিরে', 'আরোহণ', 'চেঁচামেচি', 'কখনোই', 'শাক', 'দেবের']
['সদস্য', 'সদস\u200d্য', 'ছেলেটা', 'খাব', 'থাকাটাই', 'আদি', 'বলতাম', 'আগেও', 'উঠেছিলো', 'হলফ']
['অগ্রাধিকার', 'জর্জ', 'কতকগুলি', 'আবিস্কার', 'আ\u200cবিস্কার', '১৯৭৭', 'মৌসুমের', 'চূড়ান্ত', 'রাসূলের', 'আদেশে']
['দর্শক', 'মিডিয়াতে', 'ড্রাইভিং', 'করিনি', 'করলি', 'খাবি', 'করেছি', 'ক\u200cরে\u200cছি', 'মাস্টার্স', 'প্রশিক্ষক']
['শিক্ষক', 'যাইনি', 'হয়নি', 'কইরা', 'আসেননি', 'করেছিস', 'করিতেছি', 'দেখেছি', 'লাগছে', 'করিনি']
['পোস্টটি', 'আপনজন', 'সুন্দরের', 'ব্র্যাড', 'সংগঠক', 'জনকণ্ঠ', '১৯২৬', 'প্রতিফলন', 'বাস্তবতা', 'প্রত্যাখ্যান']
['সম্পাদক', 'অন্তর', 'দখল', 'নোংরা', 'আসমা', 'গ্রহণযোগ্যতা', 'রাব', 'কেউ', 'ঐশ্বর্য', 'খারিজ']
['পণ্ডিত', 'কসাই', 'স্মার্ট', 'পড়ছিল', 'লাগলো', 'চেষ্টায়', 'সমর্থনে', 'দেখাতে', 'আশাক', 'প্রভাবশালী']
['তারেক', 'ধরাধরি', 'আসিতেছে', 'হলেন', 'তুলুন', 'ফুসফুস', 'নৌযান', 'দাদু', 'তথ্যের', 'ত\u200cথ্যের']
['১৯৬৫', 'ক্ষতিপূরণ', 'কাজিন', 'উদ্ধৃতি', 'আইডি', 'দাড়ি', 'চৈতন্য', 'মরে', 'নজরুল', 'সিপাহি']
['প্রহরী', 'এহন', 'হেইল', 'ফেইন', 'এডলার', 'চাচাতো', 'মহড়া', 'শৌর্য', 'কোকিল', 'দেশী']
['ক্ষতিগ্রস্ত', 'শরণার্থী', 'মাশুল', 'বানু', 'ক্ষমতার', 'আইএম', 'তুলনা', 'বিস্ময়ে', 'ক্ষুধার', 'সাদিক']
['আউ', '১৯৬৫', 'হরে', 'শোনায়', 'উদ্ধৃতি', 'চৈতন্য', '২০০১', 'তামাশা', 'শীত', 'কাঁপছে']
['শিক্ষকেরা', 'শীত', 'আহ্বানে', 'শাখ', 'কাঁপছে', 'জিরো', 'কমিয়ে', 'প্রশংসা', 'সম্পৃক্ত', 'মুজাহিদ']
['প্রহরী', 'হেইল', 'থেইন', 'এহন', 'নিয়ত', 'ফেইন', 'গেরিলা', 'মন্ট', 'মজুর', 'সাপ্তাহিক']
['অনুপ্রাণিত', 'ডাইনি', 'মোজা', 'শুধরে', 'সাবান', 'আল্লা', 'জিব', 'হাসলেন', 'মুছতে', 'ফিক']
['ব্রাহ্ম', 'সাম্প্রদায়িকতা', 'কৃতিত্ব', 'হিজ', 'শেখে', 'উঠি', 'স্মারকলিপি', 'শাস্ত্রে', 'চায়', 'প্রতিচ্ছবি']
['প্রহরী', 'হেইল', 'থেইন', 'ফেইন', 'এহন', 'নিয়ত', 'গেরিলা', 'মজুর', 'মন্ট', 'চলচ্চিত্রে']
['প্রহরী', 'হেইল', 'থেইন', 'এহন', 'ফেইন', 'নিয়ত', 'গেরিলা', 'মন্ট', 'মজুর', 'সাপ্তাহিক']
['উঠি', 'একজন', 'বলতে', 'পত্রিকাটি', 'মরবে', 'বিদেশি', 'বদলায়', 'ঘোড়া', 'পাইবে', 'সাম্প্রদায়িকতা']
['প্রহরী', 'হেইল', 'থেইন', 'নিয়ত', 'ফেইন', 'এহন', 'গেরিলা', 'মাড়িয়ে', 'মজুর', 'মন্ট']
['প্রহরী', 'হেইল', 'থেইন', 'ফেইন', 'এহন', 'নিয়ত', 'গেরিলা', 'মজুর', 'মন্ট', 'চলচ্চিত্রে']
['প্রহরী', 'হেইল', 'থেইন', 'নিয়ত', 'এহন', 'ফেইন', 'গেরিলা', 'মন্ট', 'মজুর', 'মাড়িয়ে']
['বলতে', 'ঘোড়া', 'একজন', 'বদলায়', 'মরবে', 'উঠি', 'অসাম্প্রদায়িক', 'বক্তা', 'পত্রিকাটি', 'পাইবে']
['প্রহরী', 'থেইন', 'হেইল', 'এহন', 'গেরিলা', 'নিয়ত', 'সাপ্তাহিক', 'মন্ট', 'বানর', 'ইংরেজী']
['খেলছে', '১৮৯', 'সেনাসদস্য', 'ভয়ও', 'শহীদের', 'অবদান', 'যাবেনা', 'বেদনা', 'ছুঁয়ে', 'বেদনায়']
['শিক্ষকেরা', 'শীত', 'আহ্বানে', 'শাখ', 'কাঁপছে', 'জিরো', 'কমিয়ে', 'প্রশংসা', 'সম্পৃক্ত', 'মুজাহিদ']
['প্রহরী', 'হেইল', 'এহন', 'ফেইন', 'থেইন', 'চলচ্চিত্রে', 'ঝরে', 'চাচাতো', 'সংলাপে', 'নিয়ত']
['ব্রাহ্ম', 'ছাত্রছাত্রীরা', 'আওয়ামীলীগ', 'সাম্প্রদায়িকতা', 'কৃতিত্ব', 'অমু', 'উঠি', 'নিষ্ঠুর', 'গেলো', 'চায়']
['জনসংখ্যা', 'গন্ধে', 'তুললো', 'দেখেনি', 'অবজ্ঞা', 'একজন', 'খেলেছে', 'মুসলমানরা', 'ডেকেছে', 'জঘন্য']
['প্রহরী', 'হেইল', 'এহন', 'ফেইন', 'চাচাতো', 'চলচ্চিত্রে', 'থেইন', 'মহড়া', 'ঝরে', 'এডলার']
['গর্তগুলো', 'বিকল্পগুলো', 'বাহনগুলো', 'কোচগুলো', 'পরিমাপগুলো', 'প্রাণীগুলো', 'আঁশগুলো', 'ইনিংসগুলো', 'দাবিগুলো', 'দফাগুলো']
['গরুগুলো', 'মুরগিগুলো', 'প্রাণীগুলো', 'পতাকাগুলো', 'মাঠগুলো', 'কামানগুলো', 'নাটকগুলো', 'বধ্যভূমিগুলো', 'রোগগুলো', 'হাতিগুলো']
['প্রাণীগুলো', 'মাঠগুলো', 'পরিমাপগুলো', 'বাহনগুলো', 'পতাকাগুলো', 'আঁশগুলো', 'ইনিংসগুলো', 'বিকল্পগুলো', 'মুরগিগুলো', 'গর্তগুলো']
['সাংবাদিকসহ', 'ব্যবসায়ীগণ', 'দাবিগুলো', 'গর্তগুলো', 'কোচগুলো', 'সংস্থাসমূহ', 'বিকল্পগুলো', 'দফাগুলো', 'ক্যাচগুলো', 'নথিগুলো']
['হইলেও', 'টিচার', 'অসন্তুষ্ট', 'খাই', 'হইয়াছে', 'লাইগা', 'কাউন্সিলর', 'অগ্রগতি', 'ড্রাইভিং', 'ছাত্র']
['গরুগুলো', 'মুরগিগুলো', 'চালগুলো', 'রোগগুলো', 'নাটকগুলো', 'ফন্টগুলো', 'কামানগুলো', 'উদ্ভিদগুলো', 'পতাকাগুলো', 'পদকগুলো']
['সংখ্যালঘুদের', 'ধরে', 'ধ\u200cরে', 'সন্ত্রাসী', 'বেকারত্ব', 'হাসছে', 'কর্মকাণ্ডে', 'পুলিশকে', 'চাইনা', 'ছেলেমেয়ে']
['সংগঠনটি', 'ডিসেম্বর', 'সামনে', 'নামে', 'না\u200cমে', 'ইব', 'ক্ষমার', 'পিটি', 'পরেই', 'হইতো']
['গরুগুলো', 'মুরগিগুলো', 'চালগুলো', 'রোগগুলো', 'নাটকগুলো', 'ফন্টগুলো', 'পতাকাগুলো', 'কামানগুলো', 'উদ্ভিদগুলো', 'হাতিগুলো']
['হইলেও', 'টিচার', 'অসন্তুষ্ট', 'খাই', 'হইয়াছে', 'লাইগা', 'কাউন্সিলর', 'অগ্রগতি', 'ড্রাইভিং', 'ছাত্র']
['ডিসেম্বর', 'সাইদ', 'নামে', 'না\u200cমে', 'করিয়ে', 'নির্মল', 'সংগঠনটি', 'বংশধর', 'গোছাতে', 'সালে']
['গরুগুলো', 'মুরগিগুলো', 'চালগুলো', 'রোগগুলো', 'নাটকগুলো', 'ফন্টগুলো', 'পদকগুলো', 'উদ্ভিদগুলো', 'কামানগুলো', 'পতাকাগুলো']
['গরুগুলো', 'মুরগিগুলো', 'চালগুলো', 'রোগগুলো', 'নাটকগুলো', 'ফন্টগুলো', 'পতাকাগুলো', 'কামানগুলো', 'উদ্ভিদগুলো', 'হাতিগুলো']
['গরুগুলো', 'মুরগিগুলো', 'চালগুলো', 'রোগগুলো', 'নাটকগুলো', 'ফন্টগুলো', 'উদ্ভিদগুলো', 'কামানগুলো', 'পতাকাগুলো', 'পদকগুলো']
['নামে', 'না\u200cমে', 'সাইদ', 'বংশধর', 'করিয়ে', 'সালে', 'সা\u200cলে', '\u200eসালে', 'ফেলতে', 'নির্মল']
['গরুগুলো', 'মুরগিগুলো', 'চালগুলো', 'উদ্ভিদগুলো', 'কামানগুলো', 'রোগগুলো', 'নাটকগুলো', 'পতাকাগুলো', 'ফন্টগুলো', 'প্রাণীগুলো']
['জার্সি', 'ইউনিভার্সিটিতে', 'তৃণমূলে', 'চাইনা', 'দর্শক', 'অপমানে', 'কলেজছাত্র', 'কমেছে', 'প্রমানিত', 'স্কাউট']
['হইলেও', 'টিচার', 'অসন্তুষ্ট', 'খাই', 'হইয়াছে', 'লাইগা', 'কাউন্সিলর', 'অগ্রগতি', 'ড্রাইভিং', 'ছাত্র']
['গরুগুলো', 'মুরগিগুলো', 'রোগগুলো', 'নাটকগুলো', 'পতাকাগুলো', 'হাতিগুলো', 'প্রাণীগুলো', 'ফন্টগুলো', 'চালগুলো', 'কামানগুলো']
['মুচকি', 'স্লোগান', 'কমান্ডারসহ', '১৯৩', '১৯৯৩', 'সহিংসতায়', 'প্রথা', 'মেডেল', 'কুরাইশ', 'শিরোনামের']
['১৯০৫', '১৯৮৬', 'রহিত', 'ফাউ', 'মৌলবাদী', 'পশ্চিমা', 'সিনেটর', 'ব্রহ্মা', 'কাকতাল', 'হাবীব']
['গরুগুলো', 'মুরগিগুলো', 'পতাকাগুলো', 'প্রাণীগুলো', 'রোগগুলো', 'নাটকগুলো', 'মাঠগুলো', 'কামানগুলো', 'হাতিগুলো', 'বধ্যভূমিগুলো']
['অধিদপ্তরের', 'কমিউনিকেশন', 'সালা', 'রাতেই', 'ইন্টারন্যাশনাল', 'জলবায়ু', 'নয়টায়', 'শরিফুল', 'চিটা', 'আজকেই']
['مَنْ', 'إِنَّا', 'লরেন্স', 'পোড়ে', 'অধীত', 'হেদায়েত', 'দুর্গাপূজায়', 'বেহেশতের', 'ক্রেস্টে', 'বাঁধনে']
['সামাজিকীকরণ', 'مَنْ', 'ছিদ্রে', 'চলনে', 'পাঁচটায়', 'গণতন্ত্রীকরণ', 'ছবিতে', 'ভিস্তার', 'কওে', 'গ্যাম্বল']
['অধিদপ্তরের', 'সালা', 'এমন', 'জলবায়ু', 'বোতলের', 'প্রতিবছর', 'আগার', 'মহাকাশে', 'শহিদ', 'দোকানের']
['শিক্ষক', 'যাইনি', 'আসেননি', 'আহ্বায়ক', 'রাইটস', 'মানববন্ধনে', 'প্রেসক্লাবে', 'কর্মকাণ্ড', 'প্রতিবাদে', 'ছাত্রনেতা']
['إِنَّا', 'পোড়ে', 'ত্রিম্বক', 'স্ফীত', 'ঘুচবে', 'সহযোদ্ধার', 'ভগলার', 'মোক্তার', 'مَنْ', 'অধীত']
['কমিটিতে', 'সেমিনার', 'সেমিনারে', 'এমপি', 'ভোটাধিকার', 'ছাত্রনেতা', 'শিল্পপতি', 'শোভাযাত্রা', 'ছাত্র', 'বক্তারা']
['বাইরের', 'উত্তীর্ণ', 'একসাথেই', 'ছেলেদের', 'ঢাকতে', 'থেকেছি', 'খাচ্ছেন', 'পেতেন', '৬৭', 'বেতনের']
['إِنَّا', 'পোড়ে', 'ত্রিম্বক', 'স্ফীত', 'ঘুচবে', 'مَنْ', 'সহযোদ্ধার', 'অধীত', 'সাইরেন', 'ভেনেজুয়েলার']
['শিক্ষক', 'যাইনি', 'আসেননি', 'আহ্বায়ক', 'রাইটস', 'মানববন্ধনে', 'প্রেসক্লাবে', 'কর্মকাণ্ড', 'প্রতিবাদে', 'ছাত্রনেতা']
['إِنَّا', 'পোড়ে', 'ত্রিম্বক', 'স্ফীত', 'ঘুচবে', 'সহযোদ্ধার', 'مَنْ', 'অধীত', 'ভগলার', 'ভেনেজুয়েলার']
['পোড়ে', 'إِنَّا', 'ত্রিম্বক', 'স্ফীত', 'ঘুচবে', 'সহযোদ্ধার', 'মোক্তার', 'ভগলার', 'অধীত', 'সাইরেন']
['إِنَّا', 'পোড়ে', 'ত্রিম্বক', 'স্ফীত', 'ঘুচবে', 'مَنْ', 'সহযোদ্ধার', 'অধীত', 'সাইরেন', 'ভেনেজুয়েলার']
['إِنَّا', 'পোড়ে', 'ত্রিম্বক', 'স্ফীত', 'ঘুচবে', 'সহযোদ্ধার', 'মোক্তার', 'ভগলার', 'অধীত', 'مَنْ']
['ছেলেদের', 'বেরোনো', 'মহাদেশ', 'উত্তীর্ণ', 'হিমালয়', 'রাজ্যের', 'রাজ\u200d্যের', 'বাংলাদেশিদের', 'যাওয়াটা', 'ফেলছে']
['ত্রিম্বক', 'إِنَّا', 'স্ফীত', 'ঘুচবে', 'পোড়ে', 'مَنْ', 'ভগলার', 'মোক্তার', 'হকিন্স', 'সৃস্টি']
['দর্শক', 'মিডিয়াতে', 'ড্রাইভিং', 'করিনি', 'ব্লগার', 'কাউন্সিলর', 'শিক্ষক', 'করেছিস', 'কমিটিতে', 'ছাত্রনেতা']
['শিক্ষক', 'যাইনি', 'আসেননি', 'আহ্বায়ক', 'রাইটস', 'মানববন্ধনে', 'প্রেসক্লাবে', 'কর্মকাণ্ড', 'প্রতিবাদে', 'ছাত্রনেতা']
['إِنَّا', 'مَنْ', 'পোড়ে', 'অধীত', 'ত্রিম্বক', 'সহযোদ্ধার', 'লরেন্স', 'ভেনেজুয়েলার', 'সাইরেন', 'স্ফীত']
['হামলা', 'হাজারটা', 'আওয়াজে', 'জানিস', 'নেইমারের', 'বাদে', 'করা', 'ক\u200cরা', 'র\u200d্যাবের', 'র\u200c্যাবের']
['খাইয়ে', 'মানুষেরই', 'অবিনাশ', 'রাগে', 'ঘামে', 'মেনে', 'আলমার', 'পারছিল', 'দিকেই', 'শিবিরের']
['إِنَّا', 'مَنْ', 'পোড়ে', 'অধীত', 'লরেন্স', 'হেদায়েত', 'ত্রিম্বক', 'ভেনেজুয়েলার', 'সহযোদ্ধার', 'সৃস্টি']
['আমি', 'সঙ্গে', 'স\u200cঙ্গে', 'নতুন', 'তাঁহারা', 'প্রতি', 'রাখলে', 'মাংস', 'আব্দুর', 'চ্যাটার্জী']
['তুমি', 'সমানে', 'ছবিটির', 'সম্পর্কিত', 'সম্প\u200cর্কিত', 'গিয়েছেন', 'তাহাই', 'ফলাফল', 'উল্লাহ', 'যাতে']
['সে', 'মিষ্ট', 'আয়োজিত', 'ভেরি', 'অপরকে', 'ভগবান', 'জোরে', 'জানিয়েছি', 'জোসেফ', 'অনলাইনের']
['তিনি', 'তি\u200cনি', 'তুলনামূলকভাবে', 'বিএম', 'চায়নি', 'অনুসারী', 'বিধায়ক', 'তুলতে', 'তাকিয়েই', 'আর্য']
['শিক্ষক', 'যাইনি', 'হয়নি', 'কইরা', 'আসেননি', 'করেছিস', 'করিতেছি', 'লাগছে', 'দেখেছি', 'করিনি']
['মাঝি', 'পলক', 'মাম', 'অখিল', 'ছাউনি', 'ব্রাউন', 'চম্পা', 'নৌকো', 'বাঁকা', 'বাংলো']
['ছাত্র', 'বেরোচ্ছে', 'সমিতি', 'ভোটাধিকার', 'উনিশ', 'ছাত্রছাত্রী', 'দারোগা', 'মেয়েটা', 'খাই', 'পুলিশকে']
['ধনী', 'রক্ষায়', 'সাজাপ্রাপ্ত', 'বলেছিলে', 'সিট', 'শুনেছিলাম', 'বৈধতা', 'অনুভূতিতে', 'একদিন', 'বাড়ল']
['ভাই', 'ধোয়া', 'পেয়েও', 'তথ্য', 'তথ\u200d্য', 'প্রকল্প', 'বিভাস', 'আছাড়', 'পরিসরে', 'সুবিধাজনক']
['শিক্ষক', 'যাইনি', 'হয়নি', 'কইরা', 'আসেননি', 'করেছিস', 'করিতেছি', 'লাগছে', 'দেখেছি', 'করিনি']
['গরু', 'ছুটে', 'ঠোট', 'আবূ', 'মালতী', 'ইস্টবেঙ্গল', 'রোজগার', 'দন্ড', 'বিধান', 'সিন্ধ']
['ছেলে', 'ছে\u200cলে', 'সামনে', 'বিবরণী', 'প্ল্যাটফর্মে', 'নেতৃত্বে', 'বাগান', 'নিল', 'আগেও', 'পারলেও']
['ভাই', 'ধোয়া', 'পেয়েও', 'তথ্য', 'তথ\u200d্য', 'প্রকল্প', 'বিভাস', 'আছাড়', 'পরিসরে', 'সুবিধাজনক']
['পাখি', 'কুহ', 'ঝাঁকে', 'লক্ষ্মণ', 'জেনেছে', 'গোধূলি', 'মোহিনী', 'দহন', 'দীপু', 'মহাজোটের']
['সদস্য', 'সদস\u200d্য', 'ছেলেটা', 'খাব', 'থাকাটাই', 'আদি', 'বলতাম', 'হলফ', 'পাইলে', 'আগেও']
['সচিব', 'দাওয়াত', 'মার্চ', 'সচিবের', 'মেয়াদ', 'ফেলুদা', 'সংশোধনের', 'সংখ্যায়', 'বুঝি', 'শামস']
['দর্শক', 'মিডিয়াতে', 'ড্রাইভিং', 'করিনি', 'করলি', 'খাবি', 'করেছি', 'ক\u200cরে\u200cছি', 'প্রশিক্ষক', 'মাস্টার্স']
['শিক্ষক', 'যাইনি', 'হয়নি', 'কইরা', 'আসেননি', 'করেছিস', 'করিতেছি', 'লাগছে', 'দেখেছি', 'করিনি']
['সুধী', 'সহি', 'ফলক', 'লোকে', 'ভয়ভীতি', '2014', 'সলিমুল্লাহ', 'ডায়েরী', 'আমিতো', 'কমল']
['সম্পাদক', 'অন্তর', 'দখল', 'নোংরা', 'গ্রহণযোগ্যতা', 'আসমা', 'রাব', 'কেউ', 'ঐশ্বর্য', 'খারিজ']
['পণ্ডিত', 'কসাই', 'স্মার্ট', 'পড়ছিল', 'লাগলো', 'চেষ্টায়', 'সমর্থনে', 'দেখাতে', 'আশাক', 'প্রভাবশালী']
['মন্ত্রী', 'পর্বে', 'বসলাম', 'সেরা', 'আলাই', 'সাঈদী', 'ডাকল', 'বাঙালিরা', 'কমে', 'নির্জনে']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
['', '', '', '', '', '', '', '', '', '']
